exp,trial,num_pat,algo,fmeasure,precision,recall,time
0,0,2,gra,0.9444668008048289,0.9929288045449051,0.9005152378864284,3936.094691287726
0,0,2,ga,0.19268258831819104,0.11964520106598783,0.4946283709712782,4033.750437770039
0,0,2,bnb,0.16979429476436897,0.1020385577370017,0.5053716290287218,4036.1445662118495
0,0,2,decaf,0.681487016626191,0.7888136081879775,0.5998684499013375,4.253055397421122
0,0,2,kmeans,0.8570089662282484,0.9963678628505013,0.7518500246669956,17.161442544311285
0,0,2,hierarchical,0.998850197109067,0.9977030352748154,1.0,2179.629155255854
1,0,2,gra,0.999426119749679,0.9988528977986563,1.0,3084.241640150547
1,0,2,ga,0.5878247676844301,0.9591533605644262,0.42376681614349776,4159.484547391534
1,0,2,bnb,0.9902523556807106,0.9806929100075084,1.0,4163.63393901661
1,0,2,decaf,0.651628355914632,0.9408485599256736,0.49841408727988623,5.253835674375296
1,0,2,kmeans,0.9786186411196447,0.9581324669880528,1.0,7.297150764614344
1,0,2,hierarchical,0.9786186411196447,0.9581324669880528,1.0,161.76620493084192
2,0,2,gra,0.996234241117721,0.9927126386773983,0.9997809179537737,3029.6479717828333
2,0,2,ga,0.8712817412333737,0.9722709485899339,0.7892978420418447,4186.739387799054
2,0,2,bnb,0.9518092951466302,0.9953371592539455,0.9119290174170227,5167.84590369463
2,0,2,decaf,0.6828218694885361,0.9590764962346413,0.5301237813561178,5.081706736236811
2,0,2,kmeans,0.9789276139410188,0.9587249908102715,1.0,7.293709725141525
2,0,2,hierarchical,0.9789276139410188,0.9587249908102715,1.0,152.71905682608485
3,0,2,gra,0.9955090640232214,0.9951275593999781,0.9958908612754767,3058.827433537692
3,0,2,ga,0.4962308852035322,0.4878255346178276,0.504930966469428,4062.72122515738
3,0,2,bnb,0.6692544893887177,0.9904434661226242,0.5053692746000439,4043.9287759028375
3,0,2,decaf,0.7948791397659916,0.6648114702738565,0.9882204689896997,5.7280235812067986
3,0,2,kmeans,0.9805186080881365,0.9620860577937144,0.9996712508903621,5.360856760293245
3,0,2,hierarchical,0.9805186080881365,0.9620860577937144,0.9996712508903621,152.06501826643944
4,0,2,gra,0.9820254274441035,0.9799846877392541,0.9840746842394289,3652.0737602859735
4,0,2,ga,0.917937927406628,0.981071964017991,0.8624382207578254,4280.318134721369
4,0,2,bnb,0.9828872312417727,0.981702640517147,0.9840746842394289,4862.264957305044
4,0,2,decaf,0.4871333262734301,0.4702995603721501,0.5052169137836353,6.507742658257484
4,0,2,kmeans,0.9982447479567769,0.9970415822056649,0.9994508210225712,6.008523926138878
4,0,2,hierarchical,0.9984628053801812,0.9981340211843477,0.9987918062496568,298.3687626309693
5,0,2,gra,0.9971979561562551,0.9997796628842128,0.994629548443665,3025.101054403931
5,0,2,ga,0.9111915448096135,0.9660465401854239,0.8622314774221832,4117.888049572706
5,0,2,bnb,0.9646531184302733,0.9873759109427899,0.9429526523454625,4675.384260606021
5,0,2,decaf,0.7360054868577653,0.5823782920989625,0.9997259973695748,5.056290697306395
5,0,2,kmeans,0.9791700220110592,0.9593919309873231,0.999780737817245,7.087053954601288
5,0,2,hierarchical,0.9792773930316208,0.9594971332386513,0.9998903689086225,153.06951437145472
6,0,2,gra,0.9903940617836482,0.9854458564135984,0.9953922106417993,3050.8732755184174
6,0,2,ga,0.943683236006267,0.9815703703703703,0.9086121777290181,4192.343009807169
6,0,2,bnb,0.9857135096963442,0.9762212179901011,0.9953922106417993,4362.672269400209
6,0,2,decaf,0.6662646419238711,0.4995478584934097,1.0,4.902398440986872
6,0,2,kmeans,0.9765859408486927,0.9543431593277135,0.9998902847111745,6.958915367722511
6,0,2,hierarchical,0.9764787826832404,0.9542384418032358,0.999780569422349,155.06941502541304
7,0,2,gra,0.9920211302481703,0.9942642841385396,0.9897880751070605,3104.1464665085077
7,0,2,ga,0.47626934423684075,0.45046015273154494,0.5052157680904799,4006.1646024808288
7,0,2,bnb,0.6697721813814688,0.9933074265975821,0.5052157680904799,4005.0436544418335
7,0,2,decaf,0.9491745083676115,0.9748263888888888,0.9248380366750851,5.539349436759949
7,0,2,kmeans,0.9825840421223168,0.9663798597833014,0.9993409128357226,4.758126277476549
7,0,2,hierarchical,0.9826901784990953,0.9665852103697408,0.9993409128357226,148.43853474780917
8,0,2,gra,0.8700338313224155,0.9605341442453891,0.7951187479479042,3506.230183508247
8,0,2,ga,0.8718088324258924,0.9746381712430677,0.7886067637080004,4182.007010731846
8,0,2,bnb,0.9471868217485669,0.9635416666666666,0.931377913976141,4268.343579936773
8,0,2,decaf,0.8355314750124759,0.7384382744570924,0.9620225456933348,7.046548344194889
8,0,2,kmeans,0.9504996876951906,0.9062081286288521,0.9993432933836809,8.024282298982143
8,0,2,hierarchical,0.9508119925046846,0.906505880601459,0.9996716466918404,169.50997767969966
9,0,2,gra,0.48839413883697624,0.4818040934109977,0.4951669595782074,4929.930166684091
9,0,2,ga,0.966210095797535,0.9658124348350985,0.9666080843585237,4103.616545960307
9,0,2,bnb,0.9609677153907342,0.9598882130527701,0.9620496485061512,4382.744848035276
9,0,2,decaf,0.7219546086150996,0.6241790805702386,0.8560522847100176,5.184242896735668
9,0,2,kmeans,0.7205681074326068,0.5639457260843916,0.9976381412721081,7.261750090867281
9,0,2,hierarchical,0.7212177744259431,0.5646188744911593,0.99802262990223,469.72708248347044
10,0,2,gra,0.8561418874534705,0.99810371234775,0.749534450651769,3184.047506880015
10,0,2,ga,0.8673327206427323,0.9453887416790538,0.8011830430496221,4190.198673851788
10,0,2,bnb,0.9580459442512683,0.9987520798668885,0.9205279877314054,4227.385269470513
10,0,2,decaf,0.6774739407066468,0.8865367581930912,0.5481980501697886,6.035905085504055
10,0,2,kmeans,0.6719011268629589,0.9988111963687453,0.506216793558635,6.426701560616493
10,0,2,hierarchical,0.6721210137813172,0.9997836434443964,0.506216793558635,161.11943512782454
11,0,2,gra,0.994543867306853,0.9891469502930323,1.0,3011.419525358826
11,0,2,ga,0.936826512533039,0.9954323807172397,0.8847377660741716,4110.24127465114
11,0,2,bnb,0.9573878446974893,0.957676895207773,0.9570989686197059,5590.993560936302
11,0,2,decaf,0.8635803639120546,0.7600083402835697,0.999835418038183,4.300552416592836
11,0,2,kmeans,0.990274910355319,0.9807371536185095,1.0,7.148890595883131
11,0,2,hierarchical,0.990274910355319,0.9807371536185095,1.0,144.11354864761233
12,0,2,gra,0.9953061892806462,0.9906562364189483,1.0,3362.2687897905707
12,0,2,ga,0.48478152211085684,0.46589472619709765,0.5052643123491994,4082.3650878183544
12,0,2,bnb,0.6689414839552781,0.9894759450171822,0.5052643123491994,4073.940409898758
12,0,2,decaf,0.7696405389677246,0.6502155661447697,0.9428054397894275,6.631665609776974
12,0,2,kmeans,0.6588252169547444,0.9518184644078334,0.5037565122018097,4.475108120590448
12,0,2,hierarchical,0.6591072197502512,0.9533893906363542,0.5036468330134357,158.41727209091187
13,0,2,gra,0.8580492110780095,0.8640555555555556,0.8521257944334868,4239.358824051917
13,0,2,ga,0.8679130566955465,0.9748685378679233,0.7821060705676091,4365.576567582786
13,0,2,bnb,0.9651213171577122,0.9541657742557292,0.9763313609467456,5021.651460882276
13,0,2,decaf,0.7619069363897896,0.653135520238002,0.9141463949156257,6.87882523983717
13,0,2,kmeans,0.6647526983319403,0.987049428016404,0.5011232261245959,9.075013723224401
13,0,2,hierarchical,0.6652319813247738,0.9949809056192035,0.49964385513122567,212.06598912552
14,0,2,gra,0.9968854160974809,0.9937901732214838,1.0,3383.1156429983675
14,0,2,ga,0.6589506736280988,0.986768726079825,0.4946283709712782,4076.562916111201
14,0,2,bnb,0.6317593036803508,0.842750045712196,0.505262003946503,4107.435689769685
14,0,2,decaf,0.6827871613493095,0.608499871344026,0.7777351458013594,6.734570048749447
14,0,2,kmeans,0.9140793499523499,0.8424556213017751,0.9990132660892446,5.131931319832802
14,0,2,hierarchical,0.9141252006420545,0.8425335182616736,0.9990132660892446,199.99047303572297
15,0,2,gra,0.9296406028597192,0.8738315493776335,0.9930647291941875,4222.828905470669
15,0,2,ga,0.6284241739621576,0.8760826771653544,0.48992734478203437,4025.2175513394177
15,0,2,bnb,0.6028445648493057,0.7834008097165992,0.48992734478203437,4104.790679194033
15,0,2,decaf,0.6388623720333124,0.7946933093112767,0.5341259357111404,5.118886694312096
15,0,2,kmeans,0.3451322442994906,0.2620610904938624,0.5053118291407497,6.401486519724131
15,0,2,hierarchical,0.3452750352609309,0.26222577696526506,0.5053118291407497,544.3039763644338
16,0,2,gra,0.8386870984676149,0.7704496394617186,0.9201865057597367,3392.788014445454
16,0,2,ga,0.9191229853346885,0.97655044739278,0.8680746023038947,4156.200453583151
16,0,2,bnb,0.9243776681266286,0.9343757005155795,0.9145913329676357,4355.669094212353
16,0,2,decaf,0.6678062049698574,0.502156006412737,0.9965441579813494,6.361631028354168
16,0,2,kmeans,0.668978608454406,0.9997817785051828,0.5026605957540183,7.119009077548981
16,0,2,hierarchical,0.668978608454406,0.9997817785051828,0.5026605957540183,165.74718872085214
17,0,2,gra,0.9983549023908752,0.9967152085842549,1.0,3068.6005277894437
17,0,2,ga,0.8692006707657909,0.9999285510145756,0.7687026255080742,4160.52146037668
17,0,2,bnb,0.9728647184926098,0.9999420155398353,0.947215203778974,4507.366365946829
17,0,2,decaf,0.6527094507120399,0.99932042133877,0.4846204547951225,6.225595895200968
17,0,2,kmeans,0.9754280661325331,0.9522339646332532,0.999780280142818,5.588638238608837
17,0,2,hierarchical,0.9754280661325331,0.9522339646332532,0.999780280142818,153.4362587556243
18,0,2,gra,0.49568156214795345,0.48600883652430044,0.5057471264367817,4364.365184105933
18,0,2,ga,0.9520281129968128,0.9476652746895168,0.9564313081554461,4158.473660621792
18,0,2,bnb,0.9850183170211603,0.9839960672929867,0.9860426929392446,4273.408224590123
18,0,2,decaf,0.660460576262608,0.49306380222390156,0.9999452654625068,6.614195458590984
18,0,2,kmeans,0.6661818710686107,0.9916648625243559,0.5015603613468382,5.438147537410259
18,0,2,hierarchical,0.6644319755155579,0.9931380023962532,0.49920613194634544,186.48007091134787
19,0,2,gra,0.9981392294220665,0.9962853709166394,1.0,3252.986537422985
19,0,2,ga,0.4632926119837114,0.4933713294511213,0.436670687575392,4098.082024175674
19,0,2,bnb,0.9821315840035133,0.983292113217917,0.9809737909858537,4188.865598842502
19,0,2,decaf,0.7729375117991317,0.6784737757892121,0.8979603026647659,6.288656290620565
19,0,2,kmeans,0.9556126192223037,0.9150900787875746,0.9998903328398311,7.376087013632059
19,0,2,hierarchical,0.9556126192223037,0.9150900787875746,0.9998903328398311,166.40204437449574
